"";"education";"ocupation";"area";"age group";"recomendation";"firma";"score";"detractor";"neutral";"promoter";"total"
"1229";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"41 - 50";9;"Jaskier";"Promoter";0;0;1;1
"1230";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"31 - 40";9;"Jaskier";"Promoter";0;0;1;1
"1231";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";3;"Jaskier";"Detractor";1;0;0;1
"1232";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";9;"Jaskier";"Promoter";0;0;1;1
"1233";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"41 - 50";6;"Jaskier";"Detractor";1;0;0;1
"1234";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"31 - 40";7;"Jaskier";"Neutral";0;1;0;1
"1235";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"31 - 40";5;"Jaskier";"Detractor";1;0;0;1
"1236";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"51 - 60";8;"Jaskier";"Neutral";0;1;0;1
"1237";"Wyższe rolnicze";"Właściciel";"mniej niż 25 ha";"41 - 50";3;"Jaskier";"Detractor";1;0;0;1
"1238";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"powyżej 60";6;"Jaskier";"Detractor";1;0;0;1
"1239";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";9;"Jaskier";"Promoter";0;0;1;1
"1240";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"31 - 40";4;"Jaskier";"Detractor";1;0;0;1
"1241";"Średnie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";9;"Jaskier";"Promoter";0;0;1;1
"1242";"Średnie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej niż 30";10;"Jaskier";"Promoter";0;0;1;1
"1243";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"31 - 40";10;"Jaskier";"Promoter";0;0;1;1
"1244";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"mniej niż 30";8;"Jaskier";"Neutral";0;1;0;1
"1245";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"41 - 50";6;"Jaskier";"Detractor";1;0;0;1
"1246";"Średnie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"41 - 50";3;"Jaskier";"Detractor";1;0;0;1
"1247";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";2;"Jaskier";"Detractor";1;0;0;1
"1248";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";9;"Jaskier";"Promoter";0;0;1;1
"1249";"Średnie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";9;"Jaskier";"Promoter";0;0;1;1
"1250";"Średnie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"mniej niż 30";10;"Jaskier";"Promoter";0;0;1;1
"1251";"Średnie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej niż 30";9;"Jaskier";"Promoter";0;0;1;1
"1252";"Średnie techniczne";"Właściciel";"50.01 - 100 ha";"41 - 50";7;"Jaskier";"Neutral";0;1;0;1
"1253";"Średnie ogólne";"Główny agronom";"mniej niż 25 ha";"31 - 40";3;"Jaskier";"Detractor";1;0;0;1
"1254";"Średnie ogólne";"Dyrektor/wicedyrektor";"mniej niż 25 ha";"51 - 60";10;"Jaskier";"Promoter";0;0;1;1
"1255";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"41 - 50";2;"Jaskier";"Detractor";1;0;0;1
"1256";"Średnie ogólne";"Właściciel";"25.01 - 50 ha";"51 - 60";9;"Jaskier";"Promoter";0;0;1;1
"1257";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";4;"Jaskier";"Detractor";1;0;0;1
"1258";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"41 - 50";2;"Jaskier";"Detractor";1;0;0;1
"1259";"Wyższe rolnicze";"Pracownik techniczny";"25.01 - 50 ha";"mniej niż 30";2;"Jaskier";"Detractor";1;0;0;1
"1260";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"mniej niż 30";9;"Jaskier";"Promoter";0;0;1;1
"1261";"Wyższe";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"powyżej 60";5;"Jaskier";"Detractor";1;0;0;1
"1262";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"mniej niż 30";8;"Jaskier";"Neutral";0;1;0;1
"1263";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"powyżej 60";1;"Jaskier";"Detractor";1;0;0;1
"1264";"Wyższe";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"51 - 60";2;"Jaskier";"Detractor";1;0;0;1
"1265";"Średnie techniczne";"Główny agronom";"50.01 - 100 ha";"powyżej 60";7;"Jaskier";"Neutral";0;1;0;1
"1266";"Średnie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"41 - 50";7;"Jaskier";"Neutral";0;1;0;1
"1267";"Wyższe rolnicze";"Właściciel";"więcej niż 250 ha";"51 - 60";2;"Jaskier";"Detractor";1;0;0;1
"1268";"Średnie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"powyżej 60";3;"Jaskier";"Detractor";1;0;0;1
"1269";"Wyższe";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"31 - 40";9;"Jaskier";"Promoter";0;0;1;1
"1270";"Wyższe";"Pracownik techniczny";"więcej niż 250 ha";"powyżej 60";10;"Jaskier";"Promoter";0;0;1;1
"1271";"Wyższe";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"41 - 50";6;"Jaskier";"Detractor";1;0;0;1
"1272";"Wyższe rolnicze";"Pracownik techniczny";"więcej niż 250 ha";"51 - 60";7;"Jaskier";"Neutral";0;1;0;1
"1273";"Wyższe rolnicze";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";5;"Jaskier";"Detractor";1;0;0;1
"1274";"Średnie ogólne";"Główny agronom";"50.01 - 100 ha";"powyżej 60";8;"Jaskier";"Neutral";0;1;0;1
"1275";"Wyższe";"Pracownik techniczny";"25.01 - 50 ha";"51 - 60";1;"Jaskier";"Detractor";1;0;0;1
"1276";"Średnie techniczne";"Właściciel";"mniej niż 25 ha";"powyżej 60";7;"Jaskier";"Neutral";0;1;0;1
"1277";"Średnie techniczne";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"powyżej 60";0;"Jaskier";"Detractor";1;0;0;1
"1278";"Średnie ogólne";"Główny agronom";"50.01 - 100 ha";"mniej niż 30";3;"Jaskier";"Detractor";1;0;0;1
"1279";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"51 - 60";4;"Jaskier";"Detractor";1;0;0;1
"1280";"Średnie ogólne";"Agronom ekspert";"100.01 - 250 ha";"powyżej 60";4;"Jaskier";"Detractor";1;0;0;1
"1281";"Wyższe";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powyżej 60";6;"Jaskier";"Detractor";1;0;0;1
"1282";"Wyższe";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"51 - 60";10;"Jaskier";"Promoter";0;0;1;1
"1283";"Wyższe";"Pracownik techniczny";"więcej niż 250 ha";"mniej niż 30";2;"Jaskier";"Detractor";1;0;0;1
"1284";"Średnie ogólne";"Dyrektor/wicedyrektor";"mniej niż 25 ha";"51 - 60";4;"Jaskier";"Detractor";1;0;0;1
"1285";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"51 - 60";10;"Jaskier";"Promoter";0;0;1;1
"1286";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"powyżej 60";7;"Jaskier";"Neutral";0;1;0;1
"1287";"Średnie techniczne";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";10;"Jaskier";"Promoter";0;0;1;1
"1288";"Wyższe rolnicze";"Agronom ekspert";"25.01 - 50 ha";"powyżej 60";2;"Jaskier";"Detractor";1;0;0;1
"1289";"Średnie techniczne";"Właściciel";"więcej niż 250 ha";"mniej niż 30";2;"Jaskier";"Detractor";1;0;0;1
"1290";"Wyższe rolnicze";"Właściciel";"100.01 - 250 ha";"41 - 50";7;"Jaskier";"Neutral";0;1;0;1
"1291";"Inne";"Pracownik techniczny";"50.01 - 100 ha";"mniej niż 30";0;"Jaskier";"Detractor";1;0;0;1
"1292";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"41 - 50";4;"Jaskier";"Detractor";1;0;0;1
"1293";"Średnie ogólne";"Pracownik techniczny";"25.01 - 50 ha";"powyżej 60";8;"Jaskier";"Neutral";0;1;0;1
"1294";"Średnie ogólne";"Agronom ekspert";"100.01 - 250 ha";"powyżej 60";3;"Jaskier";"Detractor";1;0;0;1
"1295";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"mniej niż 30";7;"Jaskier";"Neutral";0;1;0;1
"1296";"Wyższe rolnicze";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";6;"Jaskier";"Detractor";1;0;0;1
"1297";"Średnie techniczne";"Główny agronom";"25.01 - 50 ha";"powyżej 60";2;"Jaskier";"Detractor";1;0;0;1
"1298";"Wyższe";"Właściciel";"więcej niż 250 ha";"mniej niż 30";6;"Jaskier";"Detractor";1;0;0;1
"1299";"Wyższe";"Właściciel";"więcej niż 250 ha";"powyżej 60";4;"Jaskier";"Detractor";1;0;0;1
"1300";"Wyższe";"Dyrektor/wicedyrektor";"mniej niż 25 ha";"51 - 60";8;"Jaskier";"Neutral";0;1;0;1
"1301";"Wyższe rolnicze";"Pracownik techniczny";"mniej niż 25 ha";"mniej niż 30";9;"Jaskier";"Promoter";0;0;1;1
"1302";"Wyższe";"Główny agronom";"więcej niż 250 ha";"powyżej 60";9;"Jaskier";"Promoter";0;0;1;1
"1303";"Wyższe";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"51 - 60";8;"Jaskier";"Neutral";0;1;0;1
"1304";"Średnie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";5;"Jaskier";"Detractor";1;0;0;1
"1305";"Wyższe rolnicze";"Główny agronom";"50.01 - 100 ha";"powyżej 60";5;"Jaskier";"Detractor";1;0;0;1
"1306";"Średnie techniczne";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";6;"Jaskier";"Detractor";1;0;0;1
"1307";"Średnie techniczne";"Główny agronom";"więcej niż 250 ha";"31 - 40";10;"Jaskier";"Promoter";0;0;1;1
"1308";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"powyżej 60";7;"Jaskier";"Neutral";0;1;0;1
"1309";"Wyższe rolnicze";"Główny agronom";"więcej niż 250 ha";"mniej niż 30";6;"Jaskier";"Detractor";1;0;0;1
"1310";"Wyższe rolnicze";"Agronom ekspert";"100.01 - 250 ha";"powyżej 60";5;"Jaskier";"Detractor";1;0;0;1
"1311";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"powyżej 60";1;"Jaskier";"Detractor";1;0;0;1
"1312";"Średnie techniczne";"Właściciel";"więcej niż 250 ha";"51 - 60";5;"Jaskier";"Detractor";1;0;0;1
"1313";"Średnie techniczne";"Właściciel";"100.01 - 250 ha";"51 - 60";1;"Jaskier";"Detractor";1;0;0;1
"1314";"Wyższe rolnicze";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";3;"Jaskier";"Detractor";1;0;0;1
"1315";"Wyższe rolnicze";"Agronom ekspert";"100.01 - 250 ha";"powyżej 60";6;"Jaskier";"Detractor";1;0;0;1
"1316";"Wyższe";"Pracownik techniczny";"100.01 - 250 ha";"powyżej 60";2;"Jaskier";"Detractor";1;0;0;1
"1317";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"41 - 50";4;"Jaskier";"Detractor";1;0;0;1
"1318";"Wyższe rolnicze";"Główny agronom";"100.01 - 250 ha";"41 - 50";7;"Jaskier";"Neutral";0;1;0;1
"1319";"Wyższe rolnicze";"Główny agronom";"więcej niż 250 ha";"mniej niż 30";3;"Jaskier";"Detractor";1;0;0;1
"1320";"Średnie techniczne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";6;"Jaskier";"Detractor";1;0;0;1
"1321";"Wyższe rolnicze";"Właściciel";"100.01 - 250 ha";"31 - 40";10;"Jaskier";"Promoter";0;0;1;1
"1322";"Wyższe";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";4;"Jaskier";"Detractor";1;0;0;1
"1323";"Wyższe rolnicze";"Inna";"więcej niż 250 ha";"51 - 60";9;"Jaskier";"Promoter";0;0;1;1
"1324";"Wyższe";"Pracownik techniczny";"więcej niż 250 ha";"51 - 60";4;"Jaskier";"Detractor";1;0;0;1
"1325";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"31 - 40";7;"Jaskier";"Neutral";0;1;0;1
"1326";"Wyższe rolnicze";"Główny agronom";"100.01 - 250 ha";"powyżej 60";3;"Jaskier";"Detractor";1;0;0;1
"1327";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"powyżej 60";5;"Jaskier";"Detractor";1;0;0;1
"1328";"Wyższe";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"31 - 40";3;"Jaskier";"Detractor";1;0;0;1
"1329";"Średnie techniczne";"Główny agronom";"25.01 - 50 ha";"powyżej 60";4;"Jaskier";"Detractor";1;0;0;1
"1330";"Wyższe rolnicze";"Główny agronom";"więcej niż 250 ha";"41 - 50";10;"Jaskier";"Promoter";0;0;1;1
"1331";"Średnie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"powyżej 60";10;"Jaskier";"Promoter";0;0;1;1
"1332";"Średnie ogólne";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"powyżej 60";0;"Jaskier";"Detractor";1;0;0;1
"1333";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";4;"Jaskier";"Detractor";1;0;0;1
"1334";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"41 - 50";2;"Jaskier";"Detractor";1;0;0;1
"1335";"Średnie techniczne";"Właściciel";"25.01 - 50 ha";"41 - 50";8;"Jaskier";"Neutral";0;1;0;1
"1336";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"powyżej 60";5;"Jaskier";"Detractor";1;0;0;1
"1337";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"powyżej 60";5;"Jaskier";"Detractor";1;0;0;1
"1338";"Wyższe rolnicze";"Właściciel";"100.01 - 250 ha";"51 - 60";10;"Jaskier";"Promoter";0;0;1;1
"1339";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"powyżej 60";7;"Jaskier";"Neutral";0;1;0;1
"1340";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"25.01 - 50 ha";"powyżej 60";9;"Jaskier";"Promoter";0;0;1;1
"1341";"Wyższe rolnicze";"Agronom ekspert";"50.01 - 100 ha";"31 - 40";9;"Jaskier";"Promoter";0;0;1;1
"1342";"Średnie techniczne";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";5;"Jaskier";"Detractor";1;0;0;1
"1343";"Wyższe";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";7;"Jaskier";"Neutral";0;1;0;1
"1344";"Wyższe";"Agronom ekspert";"mniej niż 25 ha";"41 - 50";9;"Jaskier";"Promoter";0;0;1;1
"1345";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"41 - 50";6;"Jaskier";"Detractor";1;0;0;1
"1346";"Wyższe";"Agronom ekspert";"50.01 - 100 ha";"powyżej 60";6;"Jaskier";"Detractor";1;0;0;1
"1347";"Średnie techniczne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";3;"Jaskier";"Detractor";1;0;0;1
"1348";"Wyższe";"Główny agronom";"100.01 - 250 ha";"mniej niż 30";7;"Jaskier";"Neutral";0;1;0;1
"1349";"Średnie ogólne";"Główny agronom";"50.01 - 100 ha";"51 - 60";6;"Jaskier";"Detractor";1;0;0;1
"1350";"Średnie ogólne";"Główny agronom";"100.01 - 250 ha";"powyżej 60";4;"Jaskier";"Detractor";1;0;0;1
"1351";"Wyższe rolnicze";"Właściciel";"25.01 - 50 ha";"powyżej 60";6;"Jaskier";"Detractor";1;0;0;1
"1352";"Wyższe";"Pracownik techniczny";"więcej niż 250 ha";"31 - 40";4;"Jaskier";"Detractor";1;0;0;1
"1353";"Wyższe";"Główny agronom";"100.01 - 250 ha";"powyżej 60";5;"Jaskier";"Detractor";1;0;0;1
"1354";"Średnie techniczne";"Właściciel";"100.01 - 250 ha";"41 - 50";5;"Jaskier";"Detractor";1;0;0;1
"1355";"Średnie ogólne";"Główny agronom";"więcej niż 250 ha";"41 - 50";7;"Jaskier";"Neutral";0;1;0;1
"1356";"Średnie techniczne";"Właściciel";"100.01 - 250 ha";"powyżej 60";10;"Jaskier";"Promoter";0;0;1;1
"1357";"Średnie techniczne";"Agronom ekspert";"mniej niż 25 ha";"powyżej 60";9;"Jaskier";"Promoter";0;0;1;1
"1358";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"51 - 60";4;"Jaskier";"Detractor";1;0;0;1
"1359";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"51 - 60";2;"Jaskier";"Detractor";1;0;0;1
"1360";"Wyższe rolnicze";"Agronom ekspert";"więcej niż 250 ha";"mniej niż 30";4;"Jaskier";"Detractor";1;0;0;1
"1361";"Wyższe";"Główny agronom";"więcej niż 250 ha";"31 - 40";3;"Jaskier";"Detractor";1;0;0;1
"1362";"Średnie techniczne";"Agronom ekspert";"więcej niż 250 ha";"mniej niż 30";6;"Jaskier";"Detractor";1;0;0;1
"1363";"Wyższe rolnicze";"Właściciel";"100.01 - 250 ha";"powyżej 60";3;"Jaskier";"Detractor";1;0;0;1
"1364";"Średnie techniczne";"Właściciel";"100.01 - 250 ha";"51 - 60";7;"Jaskier";"Neutral";0;1;0;1
"1365";"Średnie techniczne";"Właściciel";"mniej niż 25 ha";"31 - 40";9;"Jaskier";"Promoter";0;0;1;1
"1366";"Średnie techniczne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";6;"Jaskier";"Detractor";1;0;0;1
"1367";"Średnie ogólne";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"31 - 40";2;"Jaskier";"Detractor";1;0;0;1
"1369";"Wyższe rolnicze";"Właściciel";"więcej niż 250 ha";"powyżej 60";5;"Jaskier";"Detractor";1;0;0;1
"1370";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"51 - 60";6;"Jaskier";"Detractor";1;0;0;1
"1371";"Wyższe rolnicze";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"mniej niż 30";5;"Jaskier";"Detractor";1;0;0;1
"1372";"Średnie techniczne";"Pracownik techniczny";"więcej niż 250 ha";"41 - 50";4;"Jaskier";"Detractor";1;0;0;1
"1373";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"51 - 60";2;"Łubin";"Detractor";1;0;0;1
"1374";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"31 - 40";7;"Łubin";"Neutral";0;1;0;1
"1375";"Średnie ogólne";"Główny agronom";"100.01 - 250 ha";"mniej niż 30";2;"Łubin";"Detractor";1;0;0;1
"1376";"Średnie ogólne";"Główny agronom";"więcej niż 250 ha";"mniej niż 30";4;"Łubin";"Detractor";1;0;0;1
"1377";"Średnie ogólne";"Właściciel";"25.01 - 50 ha";"31 - 40";10;"Łubin";"Promoter";0;0;1;1
"1378";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"mniej niż 30";3;"Łubin";"Detractor";1;0;0;1
"1379";"Wyższe";"Główny agronom";"100.01 - 250 ha";"41 - 50";4;"Łubin";"Detractor";1;0;0;1
"1380";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"41 - 50";9;"Łubin";"Promoter";0;0;1;1
"1381";"Średnie techniczne";"Właściciel";"więcej niż 250 ha";"powyżej 60";2;"Łubin";"Detractor";1;0;0;1
"1382";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"31 - 40";5;"Łubin";"Detractor";1;0;0;1
"1383";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"powyżej 60";9;"Łubin";"Promoter";0;0;1;1
"1384";"Średnie techniczne";"Pracownik techniczny";"100.01 - 250 ha";"41 - 50";6;"Łubin";"Detractor";1;0;0;1
"1385";"Średnie techniczne";"Właściciel";"mniej niż 25 ha";"41 - 50";5;"Łubin";"Detractor";1;0;0;1
"1386";"Średnie ogólne";"Dyrektor/wicedyrektor";"więcej niż 250 ha";"mniej niż 30";8;"Łubin";"Neutral";0;1;0;1
"1387";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"31 - 40";9;"Łubin";"Promoter";0;0;1;1
"1388";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"31 - 40";8;"Łubin";"Neutral";0;1;0;1
"1389";"Średnie techniczne";"Właściciel";"100.01 - 250 ha";"31 - 40";0;"Łubin";"Detractor";1;0;0;1
"1390";"Średnie ogólne";"Agronom ekspert";"100.01 - 250 ha";"51 - 60";9;"Łubin";"Promoter";0;0;1;1
"1391";"Średnie techniczne";"Właściciel";"50.01 - 100 ha";"powyżej 60";2;"Łubin";"Detractor";1;0;0;1
"1392";"Średnie ogólne";"Główny agronom";"25.01 - 50 ha";"powyżej 60";4;"Łubin";"Detractor";1;0;0;1
"1393";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"mniej niż 30";8;"Łubin";"Neutral";0;1;0;1
"1394";"Średnie ogólne";"Główny agronom";"więcej niż 250 ha";"41 - 50";10;"Łubin";"Promoter";0;0;1;1
"1395";"Średnie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"powyżej 60";7;"Łubin";"Neutral";0;1;0;1
"1396";"Średnie ogólne";"Dyrektor/wicedyrektor";"50.01 - 100 ha";"51 - 60";2;"Łubin";"Detractor";1;0;0;1
"1397";"Średnie techniczne";"Dyrektor/wicedyrektor";"100.01 - 250 ha";"51 - 60";9;"Łubin";"Promoter";0;0;1;1
"1398";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"41 - 50";3;"Łubin";"Detractor";1;0;0;1
"1399";"Średnie techniczne";"Pracownik techniczny";"mniej niż 25 ha";"51 - 60";5;"Łubin";"Detractor";1;0;0;1
"1400";"Średnie ogólne";"Dyrektor/wicedyrektor";"mniej niż 25 ha";"51 - 60";5;"Łubin";"Detractor";1;0;0;1
"1401";"Średnie ogólne";"Pracownik techniczny";"mniej niż 25 ha";"51 - 60";8;"Łubin";"Neutral";0;1;0;1
"1402";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"mniej niż 30";5;"Łubin";"Detractor";1;0;0;1
"1403";"Średnie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"powyżej 60";1;"Łubin";"Detractor";1;0;0;1
"1404";"Wyższe rolnicze";"Właściciel";"mniej niż 25 ha";"41 - 50";4;"Łubin";"Detractor";1;0;0;1
"1405";"Wyższe";"Główny agronom";"więcej niż 250 ha";"51 - 60";2;"Łubin";"Detractor";1;0;0;1
"1406";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"31 - 40";7;"Łubin";"Neutral";0;1;0;1
"1407";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"31 - 40";9;"Łubin";"Promoter";0;0;1;1
"1408";"Średnie ogólne";"Agronom ekspert";"więcej niż 250 ha";"powyżej 60";4;"Łubin";"Detractor";1;0;0;1
"1409";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";6;"Łubin";"Detractor";1;0;0;1
"1410";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"41 - 50";6;"Łubin";"Detractor";1;0;0;1
"1411";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"51 - 60";7;"Łubin";"Neutral";0;1;0;1
"1412";"Średnie techniczne";"Agronom ekspert";"25.01 - 50 ha";"51 - 60";1;"Łubin";"Detractor";1;0;0;1
"1413";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"41 - 50";1;"Łubin";"Detractor";1;0;0;1
"1414";"Średnie ogólne";"Pracownik techniczny";"więcej niż 250 ha";"41 - 50";3;"Łubin";"Detractor";1;0;0;1
"1415";"Średnie techniczne";"Agronom ekspert";"100.01 - 250 ha";"41 - 50";1;"Łubin";"Detractor";1;0;0;1
"1416";"Średnie techniczne";"Agronom ekspert";"25.01 - 50 ha";"31 - 40";9;"Łubin";"Promoter";0;0;1;1
"1417";"Średnie ogólne";"Właściciel";"25.01 - 50 ha";"31 - 40";0;"Łubin";"Detractor";1;0;0;1
"1418";"Średnie ogólne";"Właściciel";"25.01 - 50 ha";"powyżej 60";10;"Łubin";"Promoter";0;0;1;1
"1419";"Średnie ogólne";"Główny agronom";"100.01 - 250 ha";"51 - 60";5;"Łubin";"Detractor";1;0;0;1
"1420";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"41 - 50";8;"Łubin";"Neutral";0;1;0;1
"1421";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"powyżej 60";2;"Łubin";"Detractor";1;0;0;1
"1422";"Średnie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";4;"Łubin";"Detractor";1;0;0;1
"1423";"Średnie techniczne";"Właściciel";"mniej niż 25 ha";"31 - 40";9;"Łubin";"Promoter";0;0;1;1
"1424";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"powyżej 60";4;"Łubin";"Detractor";1;0;0;1
"1425";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"41 - 50";9;"Łubin";"Promoter";0;0;1;1
"1426";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"31 - 40";8;"Łubin";"Neutral";0;1;0;1
"1427";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"41 - 50";4;"Łubin";"Detractor";1;0;0;1
"1428";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";7;"Łubin";"Neutral";0;1;0;1
"1429";"Średnie ogólne";"Właściciel";"więcej niż 250 ha";"41 - 50";1;"Łubin";"Detractor";1;0;0;1
"1430";"Średnie ogólne";"Właściciel";"mniej niż 25 ha";"31 - 40";8;"Łubin";"Neutral";0;1;0;1
"1431";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"31 - 40";0;"Łubin";"Detractor";1;0;0;1
"1432";"Średnie ogólne";"Właściciel";"100.01 - 250 ha";"51 - 60";6;"Łubin";"Detractor";1;0;0;1
"1433";"Wyższe rolnicze";"Właściciel";"mniej niż 25 ha";"41 - 50";10;"Łubin";"Promoter";0;0;1;1
"1434";"Średnie ogólne";"Właściciel";"50.01 - 100 ha";"powyżej 60";4;"Łubin";"Detractor";1;0;0;1
"1435";"Średnie ogólne";"Agronom ekspert";"50.01 - 100 ha";"51 - 60";9;"Łubin";"Promoter";0;0;1;1
"1436";"Średnie ogólne";"Agronom ekspert";"mniej niż 25 ha";"31 - 40";8;"Łubin";"Neutral";0;1;0;1
"1437";"Średnie ogólne";"Pracownik techniczny";"100.01 - 250 ha";"31 - 40";3;"Łubin";"Detractor";1;0;0;1
"1438";"Średnie ogólne";"Pracownik techniczny";"50.01 - 100 ha";"mniej niż 30";4;"Łubin";"Detractor";1;0;0;1
